web-scraper-order,web-scraper-start-url,main,main-href,banner-src,title,contact,reviewer_name,reviewer_date,reviewr_text,reviewer_image-src,pages,pages-href
"1591021944-4016","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Birdseed","https://www.yelp.com/biz/birdseed-cebu-city?osq=Restaurants","","Birdseed","+63-918-9444885","[{""reviewer_name"":""John L.""},{""reviewer_name"":""Kent H.""},{""reviewer_name"":""Maya S.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Alan S.""},{""reviewer_name"":""Carl V.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Rustum N.""},{""reviewer_name"":""Cha S.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Paula T.""},{""reviewer_name"":""Chris M.""},{""reviewer_name"":""Pablo G.""}]","[{""reviewer_date"":""12/3/2016""},{""reviewer_date"":""2/20/2020""},{""reviewer_date"":""5/25/2019""},{""reviewer_date"":""6/27/2019""},{""reviewer_date"":""7/5/2019""},{""reviewer_date"":""9/12/2018""},{""reviewer_date"":""10/27/2016""},{""reviewer_date"":""3/26/2019""},{""reviewer_date"":""1/8/2017""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""7/14/2017""},{""reviewer_date"":""2/27/2016""},{""reviewer_date"":""12/21/2016""}]","I searched the Internet for a local breakfast diner near our hotel & found this. Ordered eggs Benedict & bacon silog with extra sausage & pleasantly surprised. The pancakes on the side was fluffy & good , it's like a ""taba Ching Ching "" version of the regular one. The place caters to students & young crowd, feels like Starbucks without the usual pesky hangers-on. It's right behind Burger King in case you get lost. Good parking space. Highly recommend to those looking for tasty meal to start your day.  Oh, the staff is helpful & very charming, gives a smile to weary travelers like us! Thank you Birdseed & please don't change!","","",""
"1591021749-3603","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Laguna Garden Cafe","https://www.yelp.com/biz/laguna-garden-cafe-cebu-city?osq=Restaurants","","Laguna Garden Cafe","cafelaguna.com","[{""reviewer_name"":""Kimberly T.""},{""reviewer_name"":""PatrickJ T.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Ken S.""},{""reviewer_name"":""Kelsie H.""},{""reviewer_name"":""Sherwin T.""},{""reviewer_name"":""Andrew M.""},{""reviewer_name"":""Monz S.""}]","[{""reviewer_date"":""7/21/2017""},{""reviewer_date"":""8/9/2019""},{""reviewer_date"":""7/20/2015""},{""reviewer_date"":""7/3/2018""},{""reviewer_date"":""11/20/2015""},{""reviewer_date"":""12/31/2015""},{""reviewer_date"":""11/11/2015""},{""reviewer_date"":""6/30/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/t35lL1WViE_ZKqixHx52Fw/168s.jpg","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021625-3407","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Orange Karenderia","https://www.yelp.com/biz/orange-karenderia-cebu-city-2?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/a-oueW0fGDAbrmgOh1PTBQ/o.jpg","Orange Karenderia","+63-32-4020003","[{""reviewer_name"":""Motaz G.""}]","[{""reviewer_date"":""3/31/2018""}]","","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591020684-1974","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","McDonald’s","https://www.yelp.com/biz/mcdonalds-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/3Twdq2eHLuRNUcNOOtdz7A/l.jpg","McDonald's","mcdonalds.com.ph","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""1/13/2016""}]","","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020986-2470","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Shakey’s","https://www.yelp.com/biz/shakeys-lahug?osq=Restaurants","","Shakey's","shakeyspizza.ph","[{""reviewer_name"":""Steve F.""}]","[{""reviewer_date"":""2/1/2016""}]","It used to be super weird customer service for a US citizen. When they would repeat my order for accuracy, they'd say ""I see you ordered our delicious hot mojos guaranteed to satisfy your craving, a delicious cold coke to satisfy that thirst."" That seems to be gone (thank god) on this trip.

As far as pizza goes in the PH, this is one of the better pizzas. They have a really good crust that I actually crave each time I come. The sauce is not sweet as I've found at other pizzas places. 

The mojos (deep fried potato slices) are frankly delicious and guaranteed to satisfy your craving *dang it!! It caught on!!* they are  delicious.

I don't eat chicken but hear they have good chicken.  All fried chicken in the PH comes with gravy. I'm sure that's a good thing. I've never said no to gravy.

Their hot sauce I absolutely love. I try to steal a bottle every time I'm there. I've been caught at customs with too many before and had to throw some away....ok, it was really an accident. I forgot I had some on my carry on and you can't bring open liquids on the plane. But the sauce is very delicious","","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591021081-2593","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","La Bella","https://www.yelp.com/biz/la-bella-cebu-city?osq=Restaurants","","La Bella","+63-32-4120200","[{""reviewer_name"":""Mike M.""},{""reviewer_name"":""Sheena Y.""}]","[{""reviewer_date"":""8/21/2017""},{""reviewer_date"":""5/9/2018""}]","Came here for dinner with friends.  I had a salad while they had the pizza.  The prices are pretty steep especially for the salad.  300 pesos just for vegetables mix together is a rip off.  You're better off ordering the pizza or pasta.","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021150-2698","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Barikata Ramen Bar","https://www.yelp.com/biz/barikata-ramen-bar-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/Q2OAmf66nWnRj2zVjj5RxA/l.jpg","Barikata Ramen Bar","+63-32-2222222","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""1/18/2016""}]","","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591020940-2414","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Sachi","https://www.yelp.com/biz/sachi-mandaue-city-2?osq=Restaurants","","Sachi","+63-32-5058165","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Ed T.""},{""reviewer_name"":""Keisha R.""},{""reviewer_name"":""Myles C.""},{""reviewer_name"":""Chris S.""}]","[{""reviewer_date"":""5/16/2017""},{""reviewer_date"":""10/13/2017""},{""reviewer_date"":""4/7/2019""},{""reviewer_date"":""3/2/2017""},{""reviewer_date"":""7/20/2016""},{""reviewer_date"":""8/23/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/bgKBakmLYxUR4dmUNrB7RQ/168s.jpg","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591020716-2011","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Coffee Prince Cebu","https://www.yelp.com/biz/coffee-prince-cebu-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/0NNnjDyAE4zuEqNg5SGVrQ/l.jpg","Coffee Prince Cebu","+63-2-2635277","[{""reviewer_name"":""Michael C.""},{""reviewer_name"":""Jo Anne G.""},{""reviewer_name"":""Ford G.""}]","[{""reviewer_date"":""7/15/2015""},{""reviewer_date"":""7/20/2015""},{""reviewer_date"":""5/26/2018""}]","","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020891-2321","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Tazza Cafe","https://www.yelp.com/biz/tazza-cafe-cebu-city?osq=Restaurants","","Tazza Cafe","+63-32-2635321","[{""reviewer_name"":""Shawn S.""},{""reviewer_name"":""Cha S.""}]","[{""reviewer_date"":""2/7/2017""},{""reviewer_date"":""1/27/2017""}]","Located right outside the lobby of Tsai Hotel, we rushed in as hunger struck. We were staying at Tsai and saw adverts stating that guests get a 15% discount, so we decided why not.

You order at the front then wait for your food to arrive at your table. We advised the cashier we stayed at Tsai and showed them our room key, they had another promo going on where you buy a drink and a meal you get dessert for 1 peso. We opted for the meal+drink promo, apparently you can only choose either or for the promos. Either you do the 15% off for being a Tsai Hotel guest or you choose the combo promo, you can't have both. 

We ordered chicken parmesan, chicken pesto (creamy), a latte, hot tea, strawberry cake, and chocolate cheesecake. The spaghetti for the chicken parmesan packed flavor. You can taste every bit of garlic.. yum! Chicken was moist and tender in the inside and crispy out. The chicken pesto was equally as good. Chicken was also moist and tender, sauce was of good consistency. The strawberry cake was off the chain, it was so soft and you can actually taste the strawberry flavor. Cake was of good portion. The chocolate cheesecake bar was ok, the size was more on the side of like 1 bite or 2, but the bar itself was also moist. 

I'd say Tazza is of convenient location if staying at Tsai and will come back again to try their other menu items.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021519-3276","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Matia’s BBQ","https://www.yelp.com/biz/matias-bbq-mandaue-city?osq=Restaurants","","Matia's BBQ","+63-32-3452164","[{""reviewer_name"":""Geselle R.""},{""reviewer_name"":""Ashley C.""},{""reviewer_name"":""Saysay S.""}]","[{""reviewer_date"":""2/11/2020""},{""reviewer_date"":""2/26/2020""},{""reviewer_date"":""12/29/2018""}]","Definitely a MUST try in Cebu!

Matia's BBQ is a family style type of outdoor seating barbecue spot. You order a bunch of different meats, you get hanging rice, soy sauce/vinegar/spices, and enjoy for a reasonable price! My cousins suggested to get the mango shake because it's sweet and delicious, and they weren't wrong! I recommend getting bottled water or soda with your meal. My favorite was the red sausage!","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591021788-3652","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","rai rai ken","https://www.yelp.com/biz/rai-rai-ken-cebu-city?osq=Restaurants","","rai rai ken","+63-2-2322825","[{""reviewer_name"":""Val Y.""}]","[{""reviewer_date"":""12/12/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/yXi08lmoS07FpKeLdZ6Llg/348s.jpg","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591020734-2046","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Pakû","https://www.yelp.com/biz/pak%C3%BB-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/nJf8mPQkSVdfEOhTiCYfgQ/l.jpg","Pakû","+63-32-5149239","[{""reviewer_name"":""Keisha R.""}]","[{""reviewer_date"":""2/26/2017""}]","","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020721-2023","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Timeout Sports Bar & Resto","https://www.yelp.com/biz/timeout-sports-bar-and-resto-cebu-city?osq=Restaurants","","Timeout Sports Bar & Resto","timeoutsportsbar.co","[{""reviewer_name"":""Jacques I.""},{""reviewer_name"":""Cristina P.""}]","[{""reviewer_date"":""11/29/2018""},{""reviewer_date"":""5/9/2017""}]","Skip it. It's a place that caters to Americans.  San Miguel light is more expensive than what you can find elsewhere.","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021159-2707","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Maco Manok Litson Native Chicken","https://www.yelp.com/biz/maco-manok-litson-native-chicken-mandaue-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/5vcorD0R2eYOxXSRl6e0Dg/l.jpg","Maco Manok Litson Native Chicken","+63-943-7052722","[{""reviewer_name"":""Sheena Y.""}]","[{""reviewer_date"":""7/30/2018""}]","","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021843-3754","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","AA BBq","https://www.yelp.com/biz/aa-bbq-cebu-city?osq=Restaurants","","AA BBq","null","[{""reviewer_name"":""Anneke D.""},{""reviewer_name"":""Thu N.""},{""reviewer_name"":""Gee F.""},{""reviewer_name"":""Trina T.""},{""reviewer_name"":""Mike M.""},{""reviewer_name"":""Stephen B.""}]","[{""reviewer_date"":""3/1/2017""},{""reviewer_date"":""12/15/2016""},{""reviewer_date"":""12/17/2018""},{""reviewer_date"":""10/15/2017""},{""reviewer_date"":""2/4/2018""},{""reviewer_date"":""7/23/2017""}]","Took the inlaws here for a late dinner. We ordered the steamed Lapu Lapu, pansit and some BBQ chicken. The overall meal was actually pretty good. My only complaint is the stray cat that was trying to get a quick bite and the annoying ants..I guess that is expected when eating freestyle outdoors.","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021737-3575","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Everything Yummy","https://www.yelp.com/biz/everything-yummy-cebu-city?osq=Restaurants","","Everything Yummy","everything-yummy.com","[{""reviewer_name"":""Pier View P.""},{""reviewer_name"":""Brian J.""},{""reviewer_name"":""Jo Anne G.""},{""reviewer_name"":""Yna C.""}]","[{""reviewer_date"":""2/15/2016""},{""reviewer_date"":""7/4/2015""},{""reviewer_date"":""7/31/2015""},{""reviewer_date"":""2/26/2016""}]","Clean and cozy atmosphere.   They recommended the ribs but I did not have that large of apatite at the time.  So I got the prawn gambas with the salsa rice.  They were very good together.  The shrimp was a good size and full of flavor.  This is a great place for lunch or dinner.","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591020774-2130","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Mitsuyado Sei-Men","https://www.yelp.com/biz/mitsuyado-sei-men-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/QbfsJekZBGjZId9ST57d4Q/l.jpg","Mitsuyado Sei-Men","+63-32-3448548","[{""reviewer_name"":""Myles C.""},{""reviewer_name"":""Sheena Y.""}]","[{""reviewer_date"":""10/27/2018""},{""reviewer_date"":""11/13/2018""}]","","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021090-2607","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Cafe Bai","https://www.yelp.com/biz/cafe-bai-mandaue-city?osq=Restaurants","","Cafe Bai","baihotels.com/cafe-bai","[{""reviewer_name"":""PatrickJ T.""},{""reviewer_name"":""Cha S.""},{""reviewer_name"":""Eric L.""}]","[{""reviewer_date"":""8/7/2019""},{""reviewer_date"":""5/16/2019""},{""reviewer_date"":""6/5/2019""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/P6UxNrpp83eeo0qIbj39IA/348s.jpg","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021922-3951","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Cherry’s The Spice","https://www.yelp.com/biz/cherrys-the-spice-cebu-city?osq=Restaurants","","Cherry's The Spice","+63-32-3492166","[{""reviewer_name"":""Lisa K.""},{""reviewer_name"":""Myles C.""}]","[{""reviewer_date"":""8/12/2017""},{""reviewer_date"":""1/30/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/p8UNmTVJ1UGTXyFd_ObTrw/168s.jpg","",""
"1591020887-2315","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Handuraw","https://www.yelp.com/biz/handuraw-cebu-city-2?osq=Restaurants","","Handuraw","handurawpizza.com","[{""reviewer_name"":""Lisa K.""},{""reviewer_name"":""Monz S.""}]","[{""reviewer_date"":""3/28/2017""},{""reviewer_date"":""6/30/2017""}]","Great but looks like they are closed.   Typical Filipino fashion no sign up nothing.  Parking is odd and I hope they open soon so I can get some of that ice cold beer.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021303-2893","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Hai Shin Lou","https://www.yelp.com/biz/hai-shin-lou-cebu-city?osq=Restaurants","","Hai Shin Lou","+63-32-2348155","[{""reviewer_name"":""Geselle R.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Joey G.""},{""reviewer_name"":""Kristan S.""}]","[{""reviewer_date"":""1/28/2020""},{""reviewer_date"":""6/20/2019""},{""reviewer_date"":""12/21/2018""},{""reviewer_date"":""9/16/2018""}]","Amazing 5 star service from Ronald and staff last night. Lots of large tables for families. Hot jasmine tea, iced tea, and beer were the choices for beverages. We ordered beef minced egg drop soup, fried rice, noodles, spare ribs, and deep fried shrimp. Everything from start to finish was perfect. We opted for snow balls for dessert which is a soft, coconut, with custard like filling. Awesome way to end our meal. Definitely recommend if you're in the area.","","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591021890-3883","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Vikings","https://www.yelp.com/biz/vikings-cebu-city?osq=Restaurants","","Vikings","+63-32-2553888","[{""reviewer_name"":""Cha S.""},{""reviewer_name"":""Kimberly T.""},{""reviewer_name"":""Marco F.""},{""reviewer_name"":""Chi Y.""},{""reviewer_name"":""Scott G.""},{""reviewer_name"":""Samson C.""},{""reviewer_name"":""Lizell L.""},{""reviewer_name"":""Mac H.""},{""reviewer_name"":""Michael W.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Alvin K.""},{""reviewer_name"":""Chato M.""}]","[{""reviewer_date"":""9/8/2018""},{""reviewer_date"":""7/12/2017""},{""reviewer_date"":""2/19/2019""},{""reviewer_date"":""4/4/2018""},{""reviewer_date"":""4/20/2019""},{""reviewer_date"":""6/20/2016""},{""reviewer_date"":""3/15/2017""},{""reviewer_date"":""4/9/2018""},{""reviewer_date"":""4/3/2018""},{""reviewer_date"":""5/30/2016""},{""reviewer_date"":""7/6/2018""},{""reviewer_date"":""9/3/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/GzSEY1w-LD1Fk623lLN7mg/348s.jpg","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
